@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	cpt_9	NUMERIC
@ATTRIBUTE	cpt_10	NUMERIC
@ATTRIBUTE	cpt_11	NUMERIC
@ATTRIBUTE	cpt_12	NUMERIC
@ATTRIBUTE	cpt_13	NUMERIC
@ATTRIBUTE	cpt_14	NUMERIC
@ATTRIBUTE	cpt_15	NUMERIC
@ATTRIBUTE	cpt_16	NUMERIC
@ATTRIBUTE	cpt_17	NUMERIC
@ATTRIBUTE	cpt_18	NUMERIC
@ATTRIBUTE	cpt_19	NUMERIC
@ATTRIBUTE	cpt_20	NUMERIC
@ATTRIBUTE	cpt_21	NUMERIC
@ATTRIBUTE	cpt_22	NUMERIC
@ATTRIBUTE	cpt_23	NUMERIC
@ATTRIBUTE	cpt_24	NUMERIC
@ATTRIBUTE	cpt_25	NUMERIC
@ATTRIBUTE	cpt_26	NUMERIC
@ATTRIBUTE	cpt_27	NUMERIC
@ATTRIBUTE	cpt_28	NUMERIC
@ATTRIBUTE	cpt_29	NUMERIC
@ATTRIBUTE	cpt_30	NUMERIC
@ATTRIBUTE	cpt_31	NUMERIC
@ATTRIBUTE	cpt_32	NUMERIC
@ATTRIBUTE	cpt_33	NUMERIC
@ATTRIBUTE	cpt_34	NUMERIC
@ATTRIBUTE	cpt_35	NUMERIC
@ATTRIBUTE	cpt_36	NUMERIC
@ATTRIBUTE	cpt_37	NUMERIC
@ATTRIBUTE	cpt_38	NUMERIC
@ATTRIBUTE	cpt_39	NUMERIC
@ATTRIBUTE	cpt_40	NUMERIC
@ATTRIBUTE	cpt_41	NUMERIC
@ATTRIBUTE	cpt_42	NUMERIC
@ATTRIBUTE	cpt_43	NUMERIC
@ATTRIBUTE	cpt_44	NUMERIC
@ATTRIBUTE	cpt_45	NUMERIC
@ATTRIBUTE	cpt_46	NUMERIC
@ATTRIBUTE	cpt_47	NUMERIC
@ATTRIBUTE	cpt_48	NUMERIC
@ATTRIBUTE	cpt_49	NUMERIC
@ATTRIBUTE	cpt_50	NUMERIC
@ATTRIBUTE	cpt_51	NUMERIC
@ATTRIBUTE	cpt_52	NUMERIC
@ATTRIBUTE	cpt_53	NUMERIC
@ATTRIBUTE	cpt_54	NUMERIC
@ATTRIBUTE	cpt_55	NUMERIC
@ATTRIBUTE	cpt_56	NUMERIC
@ATTRIBUTE	cpt_57	NUMERIC
@ATTRIBUTE	cpt_58	NUMERIC
@ATTRIBUTE	cpt_59	NUMERIC
@ATTRIBUTE	cpt_60	NUMERIC
@ATTRIBUTE	cpt_61	NUMERIC
@ATTRIBUTE	cpt_62	NUMERIC
@ATTRIBUTE	cpt_63	NUMERIC
@ATTRIBUTE	cpt_64	NUMERIC
@ATTRIBUTE	cpt_65	NUMERIC
@ATTRIBUTE	cpt_66	NUMERIC
@ATTRIBUTE	cpt_67	NUMERIC
@ATTRIBUTE	cpt_68	NUMERIC
@ATTRIBUTE	cpt_69	NUMERIC
@ATTRIBUTE	cpt_70	NUMERIC
@ATTRIBUTE	cpt_71	NUMERIC
@ATTRIBUTE	cpt_72	NUMERIC
@ATTRIBUTE	cpt_73	NUMERIC
@ATTRIBUTE	cpt_74	NUMERIC
@ATTRIBUTE	cpt_75	NUMERIC
@ATTRIBUTE	cpt_76	NUMERIC
@ATTRIBUTE	cpt_77	NUMERIC
@ATTRIBUTE	cpt_78	NUMERIC
@ATTRIBUTE	cpt_79	NUMERIC
@ATTRIBUTE	cpt_80	NUMERIC
@ATTRIBUTE	cpt_81	NUMERIC
@ATTRIBUTE	cpt_82	NUMERIC
@ATTRIBUTE	cpt_83	NUMERIC
@ATTRIBUTE	cpt_84	NUMERIC
@ATTRIBUTE	cpt_85	NUMERIC
@ATTRIBUTE	cpt_86	NUMERIC
@ATTRIBUTE	cpt_87	NUMERIC
@ATTRIBUTE	cpt_88	NUMERIC
@ATTRIBUTE	cpt_89	NUMERIC
@ATTRIBUTE	cpt_90	NUMERIC
@ATTRIBUTE	cpt_91	NUMERIC
@ATTRIBUTE	cpt_92	NUMERIC
@ATTRIBUTE	cpt_93	NUMERIC
@ATTRIBUTE	cpt_94	NUMERIC
@ATTRIBUTE	cpt_95	NUMERIC
@ATTRIBUTE	cpt_96	NUMERIC
@ATTRIBUTE	cpt_97	NUMERIC
@ATTRIBUTE	cpt_98	NUMERIC
@ATTRIBUTE	cpt_99	NUMERIC
@ATTRIBUTE	cpt_100	NUMERIC
@ATTRIBUTE	cpt_101	NUMERIC
@ATTRIBUTE	cpt_102	NUMERIC
@ATTRIBUTE	cpt_103	NUMERIC
@ATTRIBUTE	cpt_104	NUMERIC
@ATTRIBUTE	cpt_105	NUMERIC
@ATTRIBUTE	cpt_106	NUMERIC
@ATTRIBUTE	cpt_107	NUMERIC
@ATTRIBUTE	cpt_108	NUMERIC
@ATTRIBUTE	cpt_109	NUMERIC
@ATTRIBUTE	cpt_110	NUMERIC
@ATTRIBUTE	cpt_111	NUMERIC
@ATTRIBUTE	cpt_112	NUMERIC
@ATTRIBUTE	cpt_113	NUMERIC
@ATTRIBUTE	cpt_114	NUMERIC
@ATTRIBUTE	cpt_115	NUMERIC
@ATTRIBUTE	cpt_116	NUMERIC
@ATTRIBUTE	cpt_117	NUMERIC
@ATTRIBUTE	cpt_118	NUMERIC
@ATTRIBUTE	cpt_119	NUMERIC
@ATTRIBUTE	cpt_120	NUMERIC
@ATTRIBUTE	cpt_121	NUMERIC
@ATTRIBUTE	cpt_122	NUMERIC
@ATTRIBUTE	cpt_123	NUMERIC
@ATTRIBUTE	cpt_124	NUMERIC
@ATTRIBUTE	cpt_125	NUMERIC
@ATTRIBUTE	cpt_126	NUMERIC
@ATTRIBUTE	cpt_127	NUMERIC
@ATTRIBUTE	cpt_128	NUMERIC
@ATTRIBUTE	cpt_129	NUMERIC
@ATTRIBUTE	cpt_130	NUMERIC
@ATTRIBUTE	cpt_131	NUMERIC
@ATTRIBUTE	cpt_132	NUMERIC
@ATTRIBUTE	cpt_133	NUMERIC
@ATTRIBUTE	cpt_134	NUMERIC
@ATTRIBUTE	cpt_135	NUMERIC
@ATTRIBUTE	cpt_136	NUMERIC
@ATTRIBUTE	cpt_137	NUMERIC
@ATTRIBUTE	cpt_138	NUMERIC
@ATTRIBUTE	cpt_139	NUMERIC
@ATTRIBUTE	cpt_140	NUMERIC
@ATTRIBUTE	cpt_141	NUMERIC
@ATTRIBUTE	cpt_142	NUMERIC
@ATTRIBUTE	cpt_143	NUMERIC
@ATTRIBUTE	cpt_144	NUMERIC
@ATTRIBUTE	cpt_145	NUMERIC
@ATTRIBUTE	cpt_146	NUMERIC
@ATTRIBUTE	cpt_147	NUMERIC
@ATTRIBUTE	cpt_148	NUMERIC
@ATTRIBUTE	cpt_149	NUMERIC
@ATTRIBUTE	cpt_150	NUMERIC
@ATTRIBUTE	cpt_151	NUMERIC
@ATTRIBUTE	cpt_152	NUMERIC
@ATTRIBUTE	cpt_153	NUMERIC
@ATTRIBUTE	cpt_154	NUMERIC
@ATTRIBUTE	cpt_155	NUMERIC
@ATTRIBUTE	cpt_156	NUMERIC
@ATTRIBUTE	cpt_157	NUMERIC
@ATTRIBUTE	cpt_158	NUMERIC
@ATTRIBUTE	cpt_159	NUMERIC
@ATTRIBUTE	cpt_160	NUMERIC
@ATTRIBUTE	cpt_161	NUMERIC
@ATTRIBUTE	cpt_162	NUMERIC
@ATTRIBUTE	cpt_163	NUMERIC
@ATTRIBUTE	cpt_164	NUMERIC
@ATTRIBUTE	cpt_165	NUMERIC
@ATTRIBUTE	cpt_166	NUMERIC
@ATTRIBUTE	cpt_167	NUMERIC
@ATTRIBUTE	cpt_168	NUMERIC
@ATTRIBUTE	cpt_169	NUMERIC
@ATTRIBUTE	cpt_170	NUMERIC
@ATTRIBUTE	cpt_171	NUMERIC
@ATTRIBUTE	cpt_172	NUMERIC
@ATTRIBUTE	cpt_173	NUMERIC
@ATTRIBUTE	cpt_174	NUMERIC
@ATTRIBUTE	cpt_175	NUMERIC
@ATTRIBUTE	cpt_176	NUMERIC
@ATTRIBUTE	cpt_177	NUMERIC
@ATTRIBUTE	cpt_178	NUMERIC
@ATTRIBUTE	cpt_179	NUMERIC
@ATTRIBUTE	cpt_180	NUMERIC
@ATTRIBUTE	cpt_181	NUMERIC
@ATTRIBUTE	cpt_182	NUMERIC
@ATTRIBUTE	cpt_183	NUMERIC
@ATTRIBUTE	cpt_184	NUMERIC
@ATTRIBUTE	cpt_185	NUMERIC
@ATTRIBUTE	cpt_186	NUMERIC
@ATTRIBUTE	cpt_187	NUMERIC
@ATTRIBUTE	cpt_188	NUMERIC
@ATTRIBUTE	cpt_189	NUMERIC
@ATTRIBUTE	cpt_190	NUMERIC
@ATTRIBUTE	cpt_191	NUMERIC
@ATTRIBUTE	cpt_192	NUMERIC
@ATTRIBUTE	cpt_193	NUMERIC
@ATTRIBUTE	cpt_194	NUMERIC
@ATTRIBUTE	cpt_195	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 0, 0, 0, 0, 0, 0, 4, 36, 5, 1, 14, 8, 2, 8, 13, 30, 25, 2, 8, 24, 11, 23, 0, 6, 6, 4, 7, 11, 7, 1, 19, 37, 10, 22, 32, 10, 0, 16, 16, 6, 1, 5, 3, 8, 16, 6, 30, 9, 36, 9, 18, 42, 51, 43, 5, 8, 34, 49, 30, 26, 28, 9, 29, 6, 10, 19, 17, 5, 8, 3, 4, 19, 4, 8, 13, 22, 33, 13, 16, 47, 57, 29, 24, 9, 26, 58, 44, 20, 6, 28, 17, 10, 5, 24, 27, 14, 35, 26, 18, 32, 12, 6, 15, 34, 19, 13, 2, 13, 4, 10, 23, 10, 9, 6, 8, 3, 3, 35, 28, 22, 12, 4, 11, 31, 14, 14, 32, 7, 3, 0, 8, 28, 12, 31, 0, 4, 14, 25, 42, 31, 27, 21, 3, 8, 9, 29, 6, 16, 13, 7, 5, 5, 4, 6, 3, 3, 23, 11, 19, 19, 9, 8, 14, 7, 44, 28, 53, 49, 53, 30, 14, 7, 28, 8, 2, 3, 18, 11, 3, 17, 24, 15, 12, 2, 12, 6, 36, 18, 0, 6, 0, 1, 3, 17, 12, 3, 11, 5, 7, 23, 23, 17, HA
0, 0, 0, 0, 0, 0, 0, 0, 4, 33, 2, 0, 13, 5, 10, 13, 25, 40, 7, 6, 6, 23, 10, 28, 0, 3, 5, 3, 4, 7, 3, 8, 33, 27, 0, 27, 25, 10, 1, 12, 11, 6, 4, 11, 2, 10, 16, 18, 17, 11, 31, 12, 18, 41, 50, 30, 13, 13, 41, 42, 28, 15, 36, 5, 23, 9, 12, 25, 19, 9, 6, 6, 8, 10, 3, 16, 24, 11, 30, 11, 18, 46, 58, 24, 17, 1, 33, 66, 40, 13, 9, 25, 14, 8, 4, 27, 26, 12, 32, 26, 22, 35, 13, 15, 8, 49, 20, 20, 5, 9, 1, 13, 19, 13, 2, 9, 1, 2, 0, 49, 13, 24, 10, 1, 17, 31, 6, 16, 29, 4, 0, 3, 22, 19, 7, 24, 2, 9, 24, 27, 40, 31, 21, 14, 5, 14, 22, 29, 6, 14, 10, 4, 7, 5, 5, 4, 4, 15, 10, 11, 23, 16, 6, 0, 15, 5, 45, 30, 47, 52, 42, 25, 10, 4, 39, 0, 3, 3, 8, 2, 4, 17, 26, 29, 13, 7, 4, 20, 27, 4, 10, 9, 3, 9, 6, 14, 16, 4, 7, 3, 6, 31, 16, 14, HA
0, 0, 0, 0, 0, 0, 0, 0, 4, 30, 0, 1, 8, 1, 0, 4, 15, 36, 12, 2, 0, 24, 20, 10, 0, 0, 1, 3, 4, 2, 5, 2, 26, 31, 2, 27, 29, 4, 0, 13, 11, 1, 0, 4, 1, 17, 10, 21, 15, 28, 29, 2, 20, 41, 49, 41, 6, 12, 39, 43, 30, 18, 37, 21, 28, 1, 8, 20, 16, 1, 4, 1, 5, 17, 4, 11, 28, 6, 24, 5, 19, 57, 57, 25, 22, 0, 34, 57, 46, 14, 18, 11, 2, 5, 1, 21, 22, 11, 33, 29, 15, 24, 1, 9, 14, 34, 7, 7, 1, 12, 0, 6, 21, 15, 6, 6, 0, 0, 10, 31, 19, 21, 6, 1, 13, 28, 11, 8, 33, 3, 0, 3, 25, 12, 14, 31, 2, 10, 11, 20, 40, 32, 18, 2, 0, 5, 28, 21, 3, 21, 2, 1, 4, 3, 4, 9, 4, 6, 0, 0, 19, 17, 0, 7, 13, 5, 11, 33, 33, 44, 42, 7, 0, 1, 38, 0, 0, 0, 16, 3, 4, 13, 37, 34, 24, 2, 0, 13, 42, 3, 2, 12, 2, 2, 6, 1, 28, 23, 0, 3, 0, 29, 18, 6, NE
0, 0, 0, 0, 0, 0, 0, 0, 5, 30, 1, 1, 4, 3, 3, 15, 24, 37, 8, 3, 0, 25, 24, 3, 0, 0, 0, 0, 3, 7, 0, 1, 35, 26, 1, 29, 29, 2, 0, 11, 8, 1, 0, 0, 2, 11, 11, 23, 11, 30, 31, 3, 17, 38, 49, 34, 0, 10, 38, 41, 28, 16, 35, 18, 32, 5, 15, 8, 7, 7, 5, 1, 0, 6, 1, 10, 28, 10, 25, 6, 19, 53, 62, 18, 13, 1, 30, 62, 42, 8, 23, 9, 7, 12, 3, 31, 37, 15, 39, 19, 20, 30, 2, 8, 13, 33, 13, 11, 1, 7, 2, 3, 21, 1, 2, 9, 0, 1, 10, 31, 19, 18, 0, 2, 8, 32, 10, 11, 29, 0, 0, 2, 23, 14, 5, 30, 1, 3, 12, 23, 44, 32, 23, 5, 1, 3, 20, 22, 0, 18, 0, 1, 0, 1, 6, 6, 6, 4, 1, 4, 27, 14, 0, 1, 14, 0, 5, 22, 29, 28, 36, 6, 0, 1, 39, 0, 0, 0, 9, 3, 5, 14, 20, 30, 26, 2, 0, 12, 28, 4, 0, 7, 0, 0, 1, 5, 51, 45, 1, 1, 0, 33, 13, 3, NE
0, 0, 1, 0, 0, 0, 0, 0, 7, 28, 0, 3, 5, 7, 13, 7, 22, 35, 13, 4, 3, 26, 25, 9, 0, 3, 9, 4, 14, 4, 4, 1, 30, 33, 6, 32, 25, 6, 3, 14, 9, 7, 0, 2, 3, 14, 10, 28, 12, 28, 29, 2, 18, 37, 48, 37, 8, 13, 39, 44, 30, 15, 35, 26, 27, 6, 12, 15, 8, 2, 7, 6, 4, 8, 0, 12, 31, 12, 24, 9, 20, 52, 59, 23, 16, 6, 36, 58, 43, 14, 23, 13, 10, 13, 4, 29, 22, 22, 33, 32, 20, 32, 5, 14, 14, 34, 17, 10, 1, 9, 2, 8, 25, 9, 3, 6, 0, 7, 19, 32, 21, 22, 10, 4, 13, 31, 17, 10, 32, 2, 0, 4, 28, 16, 14, 33, 2, 12, 14, 24, 39, 32, 21, 5, 4, 11, 21, 24, 4, 18, 4, 6, 4, 6, 12, 5, 6, 9, 2, 6, 27, 10, 1, 4, 13, 4, 15, 29, 29, 40, 39, 9, 6, 4, 40, 0, 1, 0, 15, 7, 8, 16, 40, 36, 26, 7, 4, 18, 28, 6, 5, 9, 1, 5, 5, 7, 31, 22, 1, 6, 4, 37, 16, 11, NE
0, 0, 0, 0, 0, 0, 0, 0, 2, 18, 20, 1, 5, 9, 5, 6, 32, 35, 11, 2, 7, 26, 6, 34, 2, 2, 1, 5, 7, 4, 3, 2, 39, 19, 2, 31, 10, 30, 3, 18, 25, 16, 4, 2, 1, 7, 6, 33, 16, 31, 17, 28, 12, 34, 28, 35, 20, 6, 33, 42, 27, 5, 32, 15, 16, 29, 6, 26, 32, 5, 7, 6, 2, 1, 16, 29, 30, 15, 26, 15, 7, 56, 44, 37, 18, 1, 27, 62, 32, 9, 26, 10, 17, 8, 8, 10, 20, 12, 39, 29, 16, 30, 12, 16, 23, 15, 21, 19, 4, 8, 7, 20, 24, 21, 5, 4, 1, 3, 19, 43, 20, 25, 7, 6, 19, 30, 12, 13, 32, 4, 0, 6, 28, 26, 5, 29, 4, 8, 6, 23, 32, 30, 9, 2, 1, 9, 24, 36, 4, 16, 11, 7, 7, 11, 5, 7, 4, 5, 4, 4, 32, 19, 9, 8, 16, 8, 22, 38, 42, 52, 23, 3, 1, 17, 23, 7, 3, 2, 20, 5, 7, 28, 37, 37, 2, 4, 1, 32, 24, 6, 0, 5, 4, 3, 7, 10, 19, 5, 2, 1, 17, 28, 21, 7, SA
0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 9, 0, 7, 2, 2, 4, 20, 39, 11, 2, 2, 20, 1, 28, 0, 0, 3, 7, 4, 9, 2, 0, 32, 22, 0, 24, 11, 19, 1, 18, 31, 23, 0, 1, 4, 6, 9, 24, 16, 29, 17, 9, 15, 33, 21, 27, 10, 9, 37, 40, 31, 13, 32, 15, 17, 9, 3, 30, 34, 8, 1, 0, 7, 8, 0, 16, 28, 11, 24, 10, 7, 57, 49, 34, 24, 6, 30, 64, 43, 7, 22, 11, 17, 13, 2, 4, 5, 6, 31, 30, 14, 21, 2, 10, 14, 17, 20, 14, 1, 4, 4, 19, 20, 17, 8, 1, 0, 0, 14, 40, 16, 23, 2, 4, 19, 24, 19, 15, 34, 0, 0, 2, 28, 17, 4, 30, 0, 4, 5, 17, 28, 24, 6, 0, 0, 6, 22, 30, 0, 16, 2, 2, 6, 3, 12, 10, 6, 1, 1, 3, 25, 19, 0, 5, 14, 2, 19, 33, 40, 40, 33, 1, 1, 8, 29, 4, 0, 0, 15, 4, 6, 19, 38, 38, 7, 3, 0, 30, 25, 3, 0, 3, 0, 3, 1, 6, 15, 4, 4, 0, 11, 30, 14, 4, SA
0, 0, 1, 0, 0, 0, 0, 0, 8, 37, 3, 7, 9, 7, 8, 7, 18, 37, 12, 3, 5, 25, 19, 17, 0, 6, 9, 6, 9, 7, 1, 1, 30, 33, 4, 31, 26, 5, 1, 19, 31, 6, 3, 8, 4, 15, 14, 21, 23, 12, 31, 7, 19, 38, 37, 35, 7, 21, 35, 41, 28, 17, 32, 4, 34, 3, 11, 17, 16, 8, 6, 9, 5, 15, 3, 17, 22, 16, 29, 8, 16, 50, 60, 30, 23, 4, 36, 67, 44, 13, 6, 26, 17, 7, 8, 22, 21, 15, 40, 35, 15, 33, 8, 11, 10, 35, 21, 6, 3, 10, 3, 8, 21, 17, 7, 3, 1, 0, 2, 50, 17, 23, 9, 4, 17, 25, 15, 12, 38, 3, 0, 4, 12, 25, 12, 27, 4, 13, 18, 24, 41, 32, 20, 5, 0, 12, 22, 20, 3, 22, 5, 9, 7, 6, 10, 9, 8, 6, 4, 7, 17, 21, 6, 11, 15, 7, 11, 22, 25, 27, 26, 6, 4, 7, 31, 12, 3, 2, 17, 6, 15, 24, 26, 32, 37, 10, 6, 4, 45, 2, 2, 1, 6, 3, 3, 8, 42, 40, 5, 6, 6, 18, 28, 19, SA
0, 0, 1, 0, 0, 0, 0, 0, 0, 31, 1, 1, 9, 0, 2, 9, 27, 35, 4, 0, 30, 1, 22, 11, 0, 3, 1, 0, 0, 1, 1, 2, 34, 19, 14, 21, 30, 2, 0, 10, 13, 0, 0, 0, 6, 21, 6, 34, 5, 23, 23, 3, 21, 37, 34, 37, 1, 8, 30, 22, 28, 24, 30, 24, 25, 0, 8, 27, 24, 1, 5, 0, 9, 26, 11, 6, 31, 21, 18, 2, 13, 52, 58, 28, 3, 2, 27, 64, 42, 7, 28, 28, 2, 3, 1, 16, 14, 7, 40, 22, 12, 14, 0, 9, 26, 17, 10, 14, 0, 5, 3, 8, 29, 9, 11, 8, 1, 0, 19, 36, 22, 23, 3, 0, 1, 30, 17, 9, 24, 6, 0, 0, 27, 26, 17, 24, 2, 3, 0, 18, 45, 26, 15, 7, 4, 4, 27, 26, 1, 26, 3, 1, 3, 6, 11, 10, 1, 0, 0, 0, 25, 11, 1, 16, 8, 1, 1, 16, 49, 41, 49, 2, 0, 6, 32, 2, 0, 3, 6, 5, 3, 25, 31, 44, 42, 2, 0, 23, 21, 1, 4, 0, 5, 0, 0, 6, 40, 41, 22, 4, 4, 23, 20, 0, SU
0, 0, 1, 0, 0, 0, 0, 0, 4, 26, 0, 1, 9, 6, 1, 3, 19, 38, 12, 7, 25, 7, 26, 6, 0, 0, 2, 0, 0, 0, 7, 0, 32, 29, 5, 27, 27, 7, 2, 13, 21, 2, 1, 2, 3, 17, 6, 26, 11, 27, 12, 3, 26, 34, 31, 40, 0, 7, 34, 30, 31, 21, 34, 27, 16, 0, 7, 37, 23, 1, 9, 0, 6, 31, 8, 10, 29, 20, 13, 0, 22, 44, 60, 22, 12, 3, 33, 62, 45, 9, 24, 17, 8, 0, 1, 24, 19, 13, 39, 20, 16, 23, 5, 9, 19, 20, 18, 0, 1, 9, 1, 10, 31, 11, 9, 4, 3, 3, 16, 30, 19, 10, 1, 0, 4, 25, 14, 9, 24, 1, 0, 2, 25, 17, 12, 16, 1, 7, 7, 21, 40, 30, 16, 1, 0, 0, 19, 33, 4, 19, 1, 1, 4, 2, 8, 1, 2, 2, 1, 2, 26, 19, 0, 18, 1, 4, 4, 17, 50, 50, 32, 0, 1, 2, 26, 7, 0, 18, 0, 1, 6, 30, 28, 35, 45, 1, 2, 18, 25, 0, 0, 4, 1, 1, 1, 17, 33, 40, 21, 1, 1, 26, 20, 1, SU
0, 0, 0, 0, 0, 0, 0, 0, 11, 31, 1, 2, 10, 3, 7, 15, 34, 36, 6, 8, 21, 10, 27, 4, 1, 5, 3, 3, 9, 3, 2, 7, 39, 23, 12, 24, 34, 8, 4, 10, 12, 2, 5, 1, 5, 16, 8, 33, 8, 33, 29, 5, 21, 38, 40, 37, 12, 14, 37, 31, 31, 19, 32, 33, 29, 4, 15, 27, 22, 3, 13, 3, 7, 19, 3, 12, 29, 26, 25, 5, 15, 50, 60, 17, 8, 5, 34, 53, 44, 6, 32, 23, 9, 5, 5, 31, 36, 19, 41, 25, 21, 26, 9, 10, 28, 26, 20, 13, 4, 6, 3, 18, 22, 6, 8, 10, 4, 1, 22, 32, 21, 20, 10, 3, 5, 36, 14, 12, 29, 3, 0, 5, 27, 31, 12, 27, 7, 6, 6, 24, 39, 33, 20, 7, 3, 4, 26, 25, 5, 18, 6, 3, 4, 7, 5, 0, 3, 5, 8, 6, 30, 5, 4, 6, 9, 6, 9, 16, 55, 49, 32, 1, 2, 12, 28, 12, 2, 0, 12, 4, 7, 28, 42, 37, 36, 10, 2, 23, 27, 0, 2, 4, 3, 2, 2, 17, 34, 36, 19, 3, 9, 29, 26, 6, SU
0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 25, 3, 0, 0, 9, 11, 11, 6, 7, 3, 5, 23, 0, 9, 21, 0, 0, 2, 3, 2, 4, 7, 7, 6, 7, 22, 3, 19, 9, 0, 3, 3, 10, 1, 0, 0, 2, 1, 1, 24, 18, 7, 5, 8, 12, 11, 15, 8, 14, 24, 35, 8, 1, 26, 21, 11, 6, 25, 40, 35, 10, 29, 38, 23, 15, 8, 0, 24, 23, 24, 8, 29, 49, 14, 7, 7, 24, 40, 39, 20, 4, 27, 23, 12, 0, 13, 17, 6, 1, 9, 19, 20, 8, 1, 5, 21, 18, 0, 0, 0, 2, 19, 1, 18, 5, 0, 0, 0, 1, 28, 19, 0, 1, 1, 1, 16, 1, 29, 25, 4, 0, 4, 3, 25, 16, 9, 1, 0, 18, 25, 25, 32, 27, 15, 9, 0, 1, 31, 14, 10, 10, 1, 0, 6, 11, 16, 3, 5, 8, 8, 10, 31, 16, 9, 29, 3, 4, 28, 44, 39, 55, 11, 3, 0, 16, 27, 7, 6, 29, 9, 0, 2, 18, 27, 26, 1, 5, 10, 23, 21, 4, 11, 12, 16, 0, 0, 14, 23, 8, 0, 7, 31, 8, 18, DI
0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 14, 3, 0, 6, 6, 13, 6, 6, 3, 2, 18, 5, 6, 14, 8, 0, 0, 4, 2, 0, 5, 3, 2, 0, 30, 5, 24, 24, 5, 0, 1, 1, 9, 1, 0, 0, 2, 1, 23, 13, 27, 31, 0, 11, 18, 10, 4, 13, 10, 26, 37, 9, 18, 11, 19, 32, 3, 30, 45, 38, 9, 29, 36, 27, 19, 10, 13, 16, 18, 29, 13, 32, 44, 13, 11, 12, 20, 39, 41, 20, 12, 26, 18, 17, 0, 15, 19, 8, 19, 16, 15, 23, 6, 1, 2, 30, 16, 4, 2, 1, 5, 3, 16, 20, 3, 0, 0, 0, 12, 29, 20, 7, 2, 4, 0, 26, 10, 19, 34, 5, 0, 0, 19, 14, 22, 19, 0, 3, 14, 22, 34, 29, 21, 19, 4, 1, 24, 14, 19, 23, 1, 2, 0, 5, 15, 17, 6, 9, 6, 4, 27, 19, 22, 18, 12, 6, 4, 30, 44, 42, 47, 17, 4, 5, 28, 13, 20, 26, 20, 2, 0, 3, 21, 22, 28, 4, 1, 21, 31, 13, 16, 13, 10, 32, 0, 0, 13, 24, 20, 0, 13, 33, 25, 13, DI
0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 13, 0, 0, 1, 4, 7, 5, 3, 6, 0, 25, 10, 1, 29, 4, 0, 1, 7, 6, 2, 6, 6, 2, 2, 11, 2, 16, 20, 0, 0, 1, 6, 2, 1, 1, 4, 1, 0, 8, 15, 17, 23, 0, 14, 27, 16, 11, 18, 36, 47, 53, 17, 11, 17, 23, 23, 2, 27, 34, 23, 3, 26, 17, 6, 2, 1, 1, 27, 19, 24, 14, 36, 44, 16, 14, 10, 31, 49, 44, 19, 0, 35, 16, 14, 0, 18, 21, 7, 8, 17, 11, 22, 7, 1, 4, 32, 12, 11, 0, 0, 2, 11, 18, 19, 3, 0, 0, 0, 5, 38, 17, 5, 2, 0, 4, 16, 9, 26, 34, 5, 0, 5, 5, 23, 12, 21, 0, 2, 18, 20, 30, 33, 22, 16, 7, 4, 16, 19, 15, 16, 1, 0, 0, 3, 14, 20, 7, 6, 4, 5, 19, 23, 22, 24, 17, 6, 4, 32, 39, 44, 47, 12, 3, 0, 26, 26, 18, 20, 25, 4, 0, 0, 7, 17, 23, 4, 0, 14, 29, 19, 15, 13, 17, 29, 0, 0, 7, 20, 12, 1, 15, 31, 16, 20, DI
