@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	cpt_9	NUMERIC
@ATTRIBUTE	cpt_10	NUMERIC
@ATTRIBUTE	cpt_11	NUMERIC
@ATTRIBUTE	cpt_12	NUMERIC
@ATTRIBUTE	cpt_13	NUMERIC
@ATTRIBUTE	cpt_14	NUMERIC
@ATTRIBUTE	cpt_15	NUMERIC
@ATTRIBUTE	cpt_16	NUMERIC
@ATTRIBUTE	cpt_17	NUMERIC
@ATTRIBUTE	cpt_18	NUMERIC
@ATTRIBUTE	cpt_19	NUMERIC
@ATTRIBUTE	cpt_20	NUMERIC
@ATTRIBUTE	cpt_21	NUMERIC
@ATTRIBUTE	cpt_22	NUMERIC
@ATTRIBUTE	cpt_23	NUMERIC
@ATTRIBUTE	cpt_24	NUMERIC
@ATTRIBUTE	cpt_25	NUMERIC
@ATTRIBUTE	cpt_26	NUMERIC
@ATTRIBUTE	cpt_27	NUMERIC
@ATTRIBUTE	cpt_28	NUMERIC
@ATTRIBUTE	cpt_29	NUMERIC
@ATTRIBUTE	cpt_30	NUMERIC
@ATTRIBUTE	cpt_31	NUMERIC
@ATTRIBUTE	cpt_32	NUMERIC
@ATTRIBUTE	cpt_33	NUMERIC
@ATTRIBUTE	cpt_34	NUMERIC
@ATTRIBUTE	cpt_35	NUMERIC
@ATTRIBUTE	cpt_36	NUMERIC
@ATTRIBUTE	cpt_37	NUMERIC
@ATTRIBUTE	cpt_38	NUMERIC
@ATTRIBUTE	cpt_39	NUMERIC
@ATTRIBUTE	cpt_40	NUMERIC
@ATTRIBUTE	cpt_41	NUMERIC
@ATTRIBUTE	cpt_42	NUMERIC
@ATTRIBUTE	cpt_43	NUMERIC
@ATTRIBUTE	cpt_44	NUMERIC
@ATTRIBUTE	cpt_45	NUMERIC
@ATTRIBUTE	cpt_46	NUMERIC
@ATTRIBUTE	cpt_47	NUMERIC
@ATTRIBUTE	cpt_48	NUMERIC
@ATTRIBUTE	cpt_49	NUMERIC
@ATTRIBUTE	cpt_50	NUMERIC
@ATTRIBUTE	cpt_51	NUMERIC
@ATTRIBUTE	cpt_52	NUMERIC
@ATTRIBUTE	cpt_53	NUMERIC
@ATTRIBUTE	cpt_54	NUMERIC
@ATTRIBUTE	cpt_55	NUMERIC
@ATTRIBUTE	cpt_56	NUMERIC
@ATTRIBUTE	cpt_57	NUMERIC
@ATTRIBUTE	cpt_58	NUMERIC
@ATTRIBUTE	cpt_59	NUMERIC
@ATTRIBUTE	cpt_60	NUMERIC
@ATTRIBUTE	cpt_61	NUMERIC
@ATTRIBUTE	cpt_62	NUMERIC
@ATTRIBUTE	cpt_63	NUMERIC
@ATTRIBUTE	cpt_64	NUMERIC
@ATTRIBUTE	cpt_65	NUMERIC
@ATTRIBUTE	cpt_66	NUMERIC
@ATTRIBUTE	cpt_67	NUMERIC
@ATTRIBUTE	cpt_68	NUMERIC
@ATTRIBUTE	cpt_69	NUMERIC
@ATTRIBUTE	cpt_70	NUMERIC
@ATTRIBUTE	cpt_71	NUMERIC
@ATTRIBUTE	cpt_72	NUMERIC
@ATTRIBUTE	cpt_73	NUMERIC
@ATTRIBUTE	cpt_74	NUMERIC
@ATTRIBUTE	cpt_75	NUMERIC
@ATTRIBUTE	cpt_76	NUMERIC
@ATTRIBUTE	cpt_77	NUMERIC
@ATTRIBUTE	cpt_78	NUMERIC
@ATTRIBUTE	cpt_79	NUMERIC
@ATTRIBUTE	cpt_80	NUMERIC
@ATTRIBUTE	cpt_81	NUMERIC
@ATTRIBUTE	cpt_82	NUMERIC
@ATTRIBUTE	cpt_83	NUMERIC
@ATTRIBUTE	cpt_84	NUMERIC
@ATTRIBUTE	cpt_85	NUMERIC
@ATTRIBUTE	cpt_86	NUMERIC
@ATTRIBUTE	cpt_87	NUMERIC
@ATTRIBUTE	cpt_88	NUMERIC
@ATTRIBUTE	cpt_89	NUMERIC
@ATTRIBUTE	cpt_90	NUMERIC
@ATTRIBUTE	cpt_91	NUMERIC
@ATTRIBUTE	cpt_92	NUMERIC
@ATTRIBUTE	cpt_93	NUMERIC
@ATTRIBUTE	cpt_94	NUMERIC
@ATTRIBUTE	cpt_95	NUMERIC
@ATTRIBUTE	cpt_96	NUMERIC
@ATTRIBUTE	cpt_97	NUMERIC
@ATTRIBUTE	cpt_98	NUMERIC
@ATTRIBUTE	cpt_99	NUMERIC
@ATTRIBUTE	cpt_100	NUMERIC
@ATTRIBUTE	cpt_101	NUMERIC
@ATTRIBUTE	cpt_102	NUMERIC
@ATTRIBUTE	cpt_103	NUMERIC
@ATTRIBUTE	cpt_104	NUMERIC
@ATTRIBUTE	cpt_105	NUMERIC
@ATTRIBUTE	cpt_106	NUMERIC
@ATTRIBUTE	cpt_107	NUMERIC
@ATTRIBUTE	cpt_108	NUMERIC
@ATTRIBUTE	cpt_109	NUMERIC
@ATTRIBUTE	cpt_110	NUMERIC
@ATTRIBUTE	cpt_111	NUMERIC
@ATTRIBUTE	cpt_112	NUMERIC
@ATTRIBUTE	cpt_113	NUMERIC
@ATTRIBUTE	cpt_114	NUMERIC
@ATTRIBUTE	cpt_115	NUMERIC
@ATTRIBUTE	cpt_116	NUMERIC
@ATTRIBUTE	cpt_117	NUMERIC
@ATTRIBUTE	cpt_118	NUMERIC
@ATTRIBUTE	cpt_119	NUMERIC
@ATTRIBUTE	cpt_120	NUMERIC
@ATTRIBUTE	cpt_121	NUMERIC
@ATTRIBUTE	cpt_122	NUMERIC
@ATTRIBUTE	cpt_123	NUMERIC
@ATTRIBUTE	cpt_124	NUMERIC
@ATTRIBUTE	cpt_125	NUMERIC
@ATTRIBUTE	cpt_126	NUMERIC
@ATTRIBUTE	cpt_127	NUMERIC
@ATTRIBUTE	cpt_128	NUMERIC
@ATTRIBUTE	cpt_129	NUMERIC
@ATTRIBUTE	cpt_130	NUMERIC
@ATTRIBUTE	cpt_131	NUMERIC
@ATTRIBUTE	cpt_132	NUMERIC
@ATTRIBUTE	cpt_133	NUMERIC
@ATTRIBUTE	cpt_134	NUMERIC
@ATTRIBUTE	cpt_135	NUMERIC
@ATTRIBUTE	cpt_136	NUMERIC
@ATTRIBUTE	cpt_137	NUMERIC
@ATTRIBUTE	cpt_138	NUMERIC
@ATTRIBUTE	cpt_139	NUMERIC
@ATTRIBUTE	cpt_140	NUMERIC
@ATTRIBUTE	cpt_141	NUMERIC
@ATTRIBUTE	cpt_142	NUMERIC
@ATTRIBUTE	cpt_143	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 0, 0, 0, 0, 0, 0, 6, 34, 0, 5, 11, 16, 10, 9, 14, 20, 14, 26, 20, 12, 3, 7, 5, 3, 3, 3, 8, 5, 16, 31, 33, 0, 5, 14, 8, 11, 13, 8, 7, 6, 16, 46, 28, 3, 28, 46, 46, 21, 3, 34, 53, 35, 20, 65, 23, 16, 10, 38, 39, 28, 5, 12, 43, 39, 6, 45, 25, 16, 25, 41, 44, 50, 10, 34, 44, 35, 12, 47, 16, 26, 3, 3, 3, 38, 18, 9, 7, 1, 2, 23, 9, 24, 7, 1, 2, 55, 12, 22, 3, 0, 3, 15, 13, 26, 10, 4, 41, 51, 15, 39, 17, 0, 5, 18, 5, 25, 8, 3, 3, 15, 22, 3, 3, 2, 1, 24, 3, 21, 14, 12, 25, 38, 29, 45, 15, 6, 4, 18, 2, 2, 15, 4, 11, 33, 55, 48, 10, 3, 21, 4, DI
0, 0, 0, 0, 0, 0, 0, 0, 9, 25, 0, 3, 7, 11, 8, 6, 9, 15, 15, 23, 31, 0, 1, 1, 0, 5, 2, 1, 0, 1, 17, 31, 32, 0, 4, 17, 4, 3, 6, 2, 2, 4, 14, 40, 33, 0, 33, 49, 52, 10, 1, 48, 58, 37, 18, 63, 42, 2, 12, 42, 35, 30, 2, 7, 47, 43, 3, 47, 35, 0, 29, 35, 33, 57, 7, 33, 41, 32, 4, 35, 30, 1, 0, 1, 4, 44, 6, 1, 0, 0, 0, 27, 8, 25, 6, 0, 6, 62, 4, 22, 2, 1, 3, 20, 0, 24, 2, 0, 46, 43, 23, 42, 7, 0, 7, 21, 0, 25, 11, 0, 1, 19, 18, 1, 1, 2, 0, 20, 1, 21, 4, 8, 27, 31, 24, 43, 15, 3, 4, 17, 0, 2, 10, 0, 8, 35, 54, 41, 5, 0, 22, 0, DI
0, 0, 1, 0, 0, 0, 0, 0, 4, 35, 0, 3, 10, 3, 4, 1, 13, 15, 33, 5, 21, 12, 0, 2, 2, 0, 0, 0, 0, 1, 13, 35, 30, 0, 2, 11, 4, 3, 3, 0, 4, 0, 25, 39, 33, 0, 33, 47, 55, 13, 2, 40, 60, 36, 19, 64, 27, 7, 17, 43, 35, 23, 3, 8, 52, 44, 3, 45, 33, 2, 22, 38, 39, 56, 10, 39, 44, 36, 5, 39, 16, 13, 2, 0, 1, 37, 8, 2, 2, 0, 2, 29, 3, 18, 3, 0, 6, 57, 4, 25, 2, 0, 1, 22, 2, 27, 3, 0, 37, 52, 32, 45, 5, 0, 5, 21, 2, 27, 7, 0, 0, 15, 18, 2, 2, 2, 2, 21, 4, 21, 6, 9, 28, 43, 42, 55, 12, 5, 8, 14, 0, 1, 10, 2, 5, 21, 46, 44, 6, 0, 22, 0, FE
0, 0, 0, 0, 0, 0, 0, 0, 11, 35, 0, 8, 19, 17, 10, 10, 20, 19, 35, 11, 28, 9, 3, 10, 5, 3, 0, 7, 5, 5, 16, 35, 34, 0, 5, 24, 12, 7, 10, 2, 8, 7, 28, 37, 42, 3, 35, 42, 57, 9, 6, 43, 59, 35, 19, 61, 36, 1, 23, 46, 35, 23, 5, 10, 54, 45, 6, 45, 49, 3, 27, 39, 33, 64, 17, 35, 43, 39, 6, 40, 22, 7, 2, 5, 4, 37, 13, 7, 2, 4, 8, 29, 10, 17, 9, 3, 13, 59, 13, 29, 5, 2, 1, 24, 9, 25, 11, 3, 45, 52, 31, 46, 6, 0, 10, 22, 8, 27, 12, 3, 5, 26, 20, 4, 8, 1, 8, 24, 8, 28, 16, 14, 36, 45, 47, 56, 10, 4, 12, 21, 5, 6, 13, 3, 10, 29, 54, 45, 6, 3, 19, 12, FE
0, 0, 0, 0, 0, 0, 0, 0, 13, 35, 0, 4, 13, 15, 7, 13, 19, 22, 33, 17, 24, 13, 1, 9, 6, 5, 5, 4, 1, 7, 18, 33, 28, 0, 5, 19, 10, 16, 10, 5, 7, 5, 22, 37, 34, 0, 33, 43, 56, 15, 3, 46, 55, 34, 17, 65, 40, 3, 22, 45, 34, 23, 10, 10, 49, 46, 8, 51, 42, 5, 37, 42, 33, 54, 9, 32, 46, 37, 9, 41, 27, 6, 1, 6, 3, 45, 18, 4, 3, 1, 5, 26, 18, 19, 5, 0, 9, 55, 13, 22, 4, 0, 6, 24, 6, 27, 8, 3, 43, 52, 27, 48, 6, 0, 5, 20, 7, 30, 13, 7, 4, 22, 18, 4, 5, 1, 3, 25, 8, 29, 12, 17, 24, 38, 45, 45, 8, 11, 2, 23, 6, 10, 21, 5, 18, 32, 48, 56, 10, 2, 17, 6, FE
0, 0, 0, 0, 0, 0, 0, 0, 1, 36, 0, 2, 11, 16, 6, 9, 16, 13, 30, 4, 19, 18, 0, 5, 0, 1, 0, 0, 0, 9, 29, 18, 32, 0, 0, 9, 0, 0, 0, 0, 0, 1, 32, 36, 32, 1, 38, 46, 50, 6, 0, 41, 47, 39, 28, 53, 32, 5, 12, 45, 26, 20, 2, 12, 48, 43, 2, 51, 30, 1, 26, 43, 43, 64, 18, 26, 36, 30, 2, 36, 5, 14, 0, 0, 6, 44, 12, 1, 2, 3, 2, 36, 4, 17, 4, 0, 26, 50, 4, 32, 5, 0, 4, 26, 1, 22, 7, 2, 34, 58, 36, 30, 18, 0, 1, 24, 0, 22, 8, 4, 22, 29, 29, 29, 7, 5, 1, 29, 0, 19, 19, 11, 37, 30, 27, 49, 22, 2, 19, 5, 0, 0, 6, 3, 3, 20, 32, 6, 0, 9, 17, 2, HA
0, 0, 0, 0, 0, 0, 0, 0, 2, 35, 0, 4, 15, 15, 6, 8, 21, 15, 34, 5, 16, 19, 0, 3, 0, 0, 2, 3, 0, 4, 31, 23, 31, 0, 1, 8, 0, 1, 2, 2, 1, 1, 29, 35, 33, 0, 37, 45, 49, 10, 0, 38, 48, 39, 28, 60, 30, 3, 13, 43, 27, 22, 0, 11, 49, 41, 6, 52, 26, 4, 24, 38, 40, 60, 9, 27, 36, 30, 1, 43, 5, 13, 5, 1, 10, 43, 8, 4, 0, 0, 5, 29, 3, 14, 7, 1, 25, 54, 2, 28, 8, 0, 5, 23, 2, 17, 7, 0, 33, 57, 36, 30, 24, 0, 0, 22, 0, 21, 10, 2, 23, 31, 28, 29, 5, 5, 0, 22, 0, 18, 21, 9, 52, 52, 57, 72, 30, 0, 17, 7, 1, 0, 9, 1, 9, 48, 48, 24, 1, 7, 21, 0, HA
0, 0, 0, 0, 0, 0, 0, 0, 10, 31, 2, 1, 13, 15, 5, 13, 21, 16, 36, 5, 7, 27, 0, 5, 0, 0, 1, 0, 0, 0, 26, 28, 31, 1, 0, 10, 1, 1, 0, 1, 15, 16, 23, 41, 31, 1, 38, 45, 50, 9, 0, 36, 33, 25, 26, 62, 24, 10, 9, 41, 29, 22, 0, 12, 53, 51, 10, 49, 23, 14, 25, 39, 42, 56, 9, 35, 39, 32, 2, 43, 1, 9, 2, 1, 1, 48, 16, 4, 1, 0, 0, 28, 3, 18, 2, 0, 7, 57, 3, 30, 5, 0, 9, 28, 1, 24, 4, 0, 30, 57, 35, 46, 13, 0, 3, 22, 0, 24, 7, 3, 0, 22, 20, 9, 4, 4, 0, 23, 1, 19, 7, 5, 37, 24, 26, 44, 31, 0, 0, 22, 0, 2, 2, 2, 1, 37, 42, 31, 0, 0, 19, 6, NE
0, 0, 0, 0, 0, 0, 0, 0, 1, 32, 0, 4, 10, 17, 7, 12, 20, 11, 34, 1, 13, 21, 0, 3, 0, 0, 0, 0, 4, 2, 31, 24, 30, 0, 0, 10, 1, 1, 0, 0, 18, 12, 30, 37, 29, 2, 39, 44, 50, 10, 0, 41, 30, 27, 24, 62, 25, 12, 17, 47, 27, 30, 1, 14, 54, 52, 3, 49, 37, 10, 24, 39, 31, 66, 15, 31, 37, 28, 0, 40, 7, 14, 1, 0, 0, 41, 9, 2, 0, 0, 2, 34, 9, 21, 2, 0, 15, 56, 6, 30, 3, 0, 9, 23, 2, 24, 1, 0, 35, 52, 36, 44, 5, 0, 0, 22, 2, 19, 8, 4, 0, 23, 20, 6, 0, 7, 0, 22, 2, 18, 3, 7, 37, 17, 18, 50, 20, 0, 8, 18, 0, 0, 4, 2, 3, 38, 44, 20, 0, 1, 22, 0, NE
0, 0, 0, 0, 0, 0, 0, 0, 5, 31, 0, 9, 17, 18, 12, 15, 21, 11, 34, 4, 30, 8, 4, 15, 5, 0, 0, 1, 7, 6, 26, 29, 34, 0, 7, 17, 6, 7, 7, 0, 6, 6, 33, 37, 35, 2, 38, 42, 50, 11, 0, 44, 43, 31, 23, 59, 39, 8, 14, 44, 20, 21, 2, 17, 53, 45, 10, 45, 48, 3, 34, 45, 41, 57, 14, 31, 46, 36, 7, 36, 26, 8, 2, 6, 4, 39, 13, 9, 3, 0, 6, 29, 15, 17, 5, 2, 9, 57, 13, 24, 5, 0, 4, 29, 4, 19, 14, 1, 46, 54, 32, 49, 7, 0, 8, 27, 2, 20, 10, 8, 7, 8, 14, 4, 5, 4, 4, 24, 3, 26, 5, 17, 34, 31, 23, 44, 20, 5, 8, 26, 2, 2, 6, 8, 6, 35, 53, 35, 4, 8, 23, 9, NE
0, 0, 0, 0, 0, 0, 0, 0, 3, 33, 0, 8, 16, 16, 7, 15, 21, 26, 30, 10, 23, 14, 2, 7, 4, 3, 9, 3, 5, 11, 19, 33, 33, 0, 4, 12, 16, 8, 13, 4, 7, 3, 27, 38, 34, 1, 34, 43, 49, 15, 5, 45, 60, 38, 20, 61, 28, 8, 15, 43, 30, 31, 5, 24, 52, 46, 5, 53, 36, 7, 30, 42, 41, 51, 14, 33, 38, 31, 5, 38, 13, 9, 4, 4, 4, 42, 14, 14, 3, 4, 6, 19, 13, 19, 11, 2, 14, 55, 11, 27, 4, 0, 3, 22, 2, 20, 9, 1, 44, 55, 34, 44, 9, 0, 4, 18, 5, 23, 12, 11, 3, 25, 20, 7, 5, 4, 4, 23, 7, 25, 16, 12, 39, 35, 29, 51, 20, 8, 3, 22, 4, 3, 13, 6, 6, 36, 55, 39, 5, 5, 24, 8, SA
0, 0, 0, 0, 0, 0, 0, 0, 14, 38, 0, 2, 16, 20, 17, 19, 23, 12, 37, 13, 21, 22, 0, 12, 6, 8, 2, 6, 7, 10, 19, 30, 28, 0, 6, 15, 19, 13, 6, 3, 8, 8, 31, 32, 42, 0, 31, 42, 48, 13, 10, 44, 47, 35, 17, 60, 27, 11, 19, 37, 19, 22, 7, 12, 47, 32, 9, 51, 35, 5, 32, 38, 42, 55, 16, 27, 41, 36, 4, 50, 24, 11, 7, 5, 7, 39, 11, 6, 9, 0, 3, 31, 14, 28, 7, 2, 15, 54, 13, 17, 5, 1, 2, 24, 11, 19, 12, 3, 46, 54, 29, 49, 3, 0, 5, 25, 5, 24, 9, 7, 1, 19, 21, 6, 9, 2, 2, 32, 5, 23, 7, 14, 38, 32, 38, 52, 14, 6, 3, 24, 3, 4, 11, 6, 5, 37, 57, 40, 5, 5, 25, 9, SA
0, 0, 0, 0, 0, 0, 0, 0, 6, 35, 1, 1, 12, 18, 9, 15, 21, 22, 31, 15, 14, 27, 2, 10, 3, 11, 9, 1, 4, 8, 21, 34, 28, 6, 3, 17, 10, 10, 11, 0, 4, 2, 27, 37, 29, 4, 33, 42, 52, 11, 1, 36, 46, 39, 28, 68, 21, 19, 15, 42, 23, 20, 2, 7, 43, 38, 10, 59, 21, 19, 26, 49, 48, 52, 13, 33, 45, 36, 10, 45, 3, 31, 5, 6, 3, 52, 15, 5, 4, 6, 7, 29, 9, 31, 4, 0, 16, 50, 19, 27, 4, 0, 4, 28, 10, 22, 12, 2, 41, 56, 28, 33, 28, 1, 5, 20, 5, 23, 12, 3, 13, 26, 21, 9, 13, 8, 5, 25, 7, 19, 24, 7, 53, 31, 34, 51, 34, 2, 10, 24, 4, 3, 10, 16, 10, 39, 51, 25, 5, 10, 25, 12, SA
0, 0, 0, 0, 0, 0, 0, 0, 5, 34, 6, 4, 16, 14, 10, 12, 17, 22, 34, 10, 3, 31, 0, 9, 5, 2, 2, 15, 7, 2, 26, 33, 14, 18, 3, 15, 8, 8, 8, 3, 14, 10, 17, 46, 23, 14, 32, 44, 54, 17, 0, 37, 43, 35, 26, 66, 9, 24, 12, 54, 31, 20, 3, 12, 53, 52, 6, 49, 19, 27, 20, 46, 39, 51, 9, 35, 39, 30, 6, 40, 9, 22, 4, 2, 5, 40, 11, 9, 5, 1, 1, 28, 11, 30, 11, 2, 5, 54, 6, 30, 2, 0, 3, 22, 8, 24, 11, 2, 33, 55, 31, 42, 9, 1, 3, 23, 8, 28, 11, 1, 1, 16, 11, 2, 1, 2, 3, 21, 8, 21, 22, 9, 27, 38, 45, 49, 13, 8, 1, 24, 8, 6, 19, 7, 11, 19, 37, 48, 8, 1, 19, 10, SU
0, 0, 0, 0, 0, 0, 0, 0, 5, 31, 6, 4, 17, 15, 11, 13, 16, 23, 30, 14, 3, 32, 0, 11, 5, 1, 9, 5, 5, 6, 23, 34, 14, 20, 1, 18, 3, 10, 12, 1, 19, 15, 22, 39, 18, 18, 33, 51, 50, 13, 0, 41, 41, 27, 24, 68, 8, 22, 18, 54, 30, 24, 0, 13, 60, 48, 10, 55, 20, 23, 23, 45, 37, 55, 13, 31, 39, 30, 7, 50, 5, 25, 3, 6, 3, 43, 11, 4, 1, 1, 9, 30, 9, 35, 3, 3, 11, 56, 15, 27, 2, 0, 3, 29, 8, 26, 9, 2, 30, 54, 30, 46, 1, 0, 7, 15, 6, 34, 10, 3, 8, 19, 20, 4, 1, 0, 5, 16, 6, 16, 17, 5, 37, 38, 45, 49, 13, 8, 0, 24, 5, 6, 20, 4, 20, 21, 42, 46, 6, 3, 18, 9, SU
0, 0, 0, 0, 0, 0, 0, 0, 1, 31, 2, 0, 10, 14, 7, 8, 18, 19, 30, 5, 10, 30, 1, 7, 0, 0, 1, 1, 1, 0, 18, 32, 19, 15, 3, 5, 2, 2, 1, 0, 24, 15, 25, 43, 24, 18, 39, 49, 50, 7, 0, 42, 31, 24, 22, 70, 14, 22, 19, 58, 31, 24, 0, 13, 67, 53, 2, 56, 22, 21, 25, 41, 32, 57, 14, 27, 39, 25, 0, 53, 1, 21, 0, 1, 0, 40, 10, 2, 0, 0, 3, 24, 4, 25, 6, 1, 11, 50, 6, 26, 0, 0, 0, 27, 1, 22, 4, 0, 35, 49, 29, 43, 1, 0, 6, 20, 4, 28, 7, 0, 0, 24, 16, 4, 3, 2, 4, 20, 3, 13, 15, 3, 31, 33, 44, 49, 7, 4, 4, 16, 3, 0, 8, 1, 12, 19, 29, 43, 1, 2, 22, 0, SU
0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 10, 5, 8, 16, 3, 4, 13, 21, 24, 3, 9, 11, 0, 6, 11, 1, 4, 0, 0, 1, 18, 7, 6, 2, 1, 20, 12, 3, 0, 0, 0, 7, 31, 12, 15, 2, 28, 47, 52, 29, 3, 4, 22, 20, 13, 29, 11, 2, 12, 36, 42, 28, 19, 43, 58, 46, 28, 35, 13, 0, 29, 50, 32, 51, 1, 36, 54, 60, 19, 38, 13, 0, 15, 13, 15, 50, 8, 20, 21, 4, 6, 42, 26, 4, 7, 0, 18, 33, 5, 25, 5, 1, 21, 32, 28, 1, 4, 8, 50, 43, 26, 36, 31, 14, 37, 39, 4, 3, 4, 19, 13, 16, 24, 13, 23, 7, 31, 22, 14, 16, 1, 15, 34, 46, 48, 56, 24, 12, 23, 5, 0, 12, 4, 3, 4, 38, 45, 32, 5, 35, 18, 5, DI
0, 0, 0, 0, 0, 0, 0, 0, 15, 4, 23, 4, 7, 23, 19, 13, 21, 27, 14, 9, 8, 17, 9, 13, 27, 13, 5, 2, 6, 10, 25, 13, 18, 8, 2, 20, 28, 8, 6, 0, 5, 22, 18, 20, 18, 5, 29, 44, 48, 34, 0, 16, 47, 35, 22, 19, 16, 3, 7, 32, 31, 32, 15, 31, 25, 40, 40, 28, 10, 1, 32, 47, 46, 35, 3, 26, 53, 54, 27, 36, 14, 6, 22, 16, 26, 41, 16, 27, 25, 11, 18, 40, 27, 5, 13, 6, 12, 53, 8, 33, 3, 6, 28, 46, 26, 1, 20, 14, 56, 40, 19, 41, 46, 16, 32, 31, 16, 1, 10, 23, 26, 24, 29, 18, 41, 16, 31, 8, 20, 15, 7, 31, 39, 49, 56, 48, 28, 12, 28, 14, 5, 14, 15, 16, 8, 34, 49, 36, 10, 36, 19, 19, DI
0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 9, 14, 19, 18, 5, 4, 14, 14, 21, 15, 9, 16, 9, 19, 25, 1, 2, 0, 6, 10, 27, 16, 10, 1, 12, 24, 14, 6, 0, 0, 0, 15, 37, 15, 18, 0, 15, 48, 56, 28, 1, 0, 23, 29, 19, 26, 14, 4, 21, 22, 40, 41, 18, 43, 39, 43, 42, 18, 4, 3, 28, 50, 48, 51, 4, 30, 43, 43, 26, 43, 14, 0, 21, 21, 22, 34, 16, 34, 20, 10, 13, 63, 21, 5, 19, 5, 8, 43, 15, 27, 14, 5, 22, 52, 17, 0, 18, 10, 41, 41, 36, 26, 55, 18, 44, 38, 9, 0, 6, 21, 21, 23, 27, 15, 39, 17, 32, 18, 25, 6, 4, 29, 39, 51, 55, 54, 37, 8, 29, 15, 8, 19, 13, 15, 4, 27, 47, 42, 20, 26, 13, 16, DI
0, 0, 0, 0, 0, 0, 0, 0, 15, 29, 15, 11, 26, 32, 31, 28, 19, 40, 14, 24, 28, 12, 10, 12, 13, 22, 19, 14, 14, 17, 27, 21, 31, 20, 1, 8, 27, 6, 1, 9, 12, 5, 44, 24, 24, 21, 27, 54, 39, 11, 11, 36, 61, 52, 39, 24, 27, 19, 14, 26, 22, 40, 14, 29, 45, 20, 14, 41, 18, 10, 36, 48, 34, 46, 4, 35, 40, 39, 10, 30, 0, 22, 7, 21, 25, 36, 17, 12, 28, 4, 5, 28, 6, 27, 8, 5, 7, 57, 13, 28, 0, 0, 5, 28, 16, 28, 10, 4, 29, 40, 19, 36, 23, 8, 11, 46, 30, 28, 2, 19, 5, 19, 13, 13, 15, 16, 4, 43, 23, 16, 15, 2, 25, 29, 52, 50, 39, 17, 14, 35, 10, 12, 24, 6, 9, 29, 35, 36, 17, 11, 40, 27, FE
0, 0, 0, 0, 0, 0, 0, 0, 20, 21, 13, 7, 7, 18, 13, 11, 11, 38, 11, 27, 24, 21, 3, 4, 3, 11, 14, 6, 4, 13, 30, 18, 13, 19, 0, 3, 15, 1, 0, 6, 5, 0, 38, 11, 12, 15, 34, 52, 39, 12, 10, 35, 58, 50, 40, 29, 26, 16, 14, 37, 33, 42, 11, 34, 47, 35, 7, 42, 15, 8, 31, 39, 28, 43, 12, 29, 32, 28, 7, 32, 0, 16, 3, 20, 19, 33, 12, 6, 20, 3, 0, 28, 11, 19, 3, 0, 15, 50, 8, 34, 1, 0, 0, 41, 18, 26, 0, 7, 38, 46, 28, 27, 45, 3, 2, 39, 22, 17, 2, 6, 4, 11, 11, 12, 20, 24, 1, 44, 16, 16, 18, 0, 29, 31, 55, 47, 45, 16, 21, 25, 3, 8, 17, 11, 4, 23, 38, 33, 6, 3, 41, 18, FE
0, 0, 0, 0, 0, 0, 0, 0, 24, 15, 15, 23, 29, 36, 33, 37, 17, 36, 7, 9, 17, 4, 4, 21, 19, 17, 10, 6, 7, 14, 37, 5, 21, 14, 3, 49, 33, 8, 9, 42, 58, 30, 28, 18, 27, 18, 40, 20, 20, 16, 23, 18, 12, 23, 31, 39, 28, 14, 16, 32, 23, 34, 11, 30, 52, 51, 23, 27, 7, 23, 35, 37, 25, 39, 22, 23, 44, 21, 8, 12, 6, 26, 6, 20, 17, 27, 16, 10, 0, 1, 0, 9, 8, 26, 8, 8, 8, 47, 17, 45, 1, 1, 2, 18, 15, 40, 8, 11, 18, 41, 28, 41, 31, 11, 17, 14, 9, 40, 11, 20, 15, 6, 9, 3, 13, 20, 7, 18, 12, 29, 27, 9, 29, 27, 50, 58, 60, 29, 2, 36, 6, 21, 24, 9, 11, 21, 32, 38, 22, 11, 6, 38, FE
