@RELATION	'emotions'

@ATTRIBUTE	eyes	NUMERIC
@ATTRIBUTE	eyes2	NUMERIC
@ATTRIBUTE	mouth	NUMERIC
@ATTRIBUTE	s_0	NUMERIC
@ATTRIBUTE	s_1	NUMERIC
@ATTRIBUTE	s_2	NUMERIC
@ATTRIBUTE	s_3	NUMERIC
@ATTRIBUTE	s_4	NUMERIC
@ATTRIBUTE	cpt_0	NUMERIC
@ATTRIBUTE	cpt_1	NUMERIC
@ATTRIBUTE	cpt_2	NUMERIC
@ATTRIBUTE	cpt_3	NUMERIC
@ATTRIBUTE	cpt_4	NUMERIC
@ATTRIBUTE	cpt_5	NUMERIC
@ATTRIBUTE	cpt_6	NUMERIC
@ATTRIBUTE	cpt_7	NUMERIC
@ATTRIBUTE	cpt_8	NUMERIC
@ATTRIBUTE	cpt_9	NUMERIC
@ATTRIBUTE	cpt_10	NUMERIC
@ATTRIBUTE	cpt_11	NUMERIC
@ATTRIBUTE	cpt_12	NUMERIC
@ATTRIBUTE	cpt_13	NUMERIC
@ATTRIBUTE	cpt_14	NUMERIC
@ATTRIBUTE	cpt_15	NUMERIC
@ATTRIBUTE	cpt_16	NUMERIC
@ATTRIBUTE	cpt_17	NUMERIC
@ATTRIBUTE	cpt_18	NUMERIC
@ATTRIBUTE	cpt_19	NUMERIC
@ATTRIBUTE	cpt_20	NUMERIC
@ATTRIBUTE	cpt_21	NUMERIC
@ATTRIBUTE	cpt_22	NUMERIC
@ATTRIBUTE	cpt_23	NUMERIC
@ATTRIBUTE	cpt_24	NUMERIC
@ATTRIBUTE	cpt_25	NUMERIC
@ATTRIBUTE	cpt_26	NUMERIC
@ATTRIBUTE	cpt_27	NUMERIC
@ATTRIBUTE	cpt_28	NUMERIC
@ATTRIBUTE	cpt_29	NUMERIC
@ATTRIBUTE	cpt_30	NUMERIC
@ATTRIBUTE	cpt_31	NUMERIC
@ATTRIBUTE	cpt_32	NUMERIC
@ATTRIBUTE	cpt_33	NUMERIC
@ATTRIBUTE	cpt_34	NUMERIC
@ATTRIBUTE	cpt_35	NUMERIC
@ATTRIBUTE	cpt_36	NUMERIC
@ATTRIBUTE	cpt_37	NUMERIC
@ATTRIBUTE	cpt_38	NUMERIC
@ATTRIBUTE	cpt_39	NUMERIC
@ATTRIBUTE	cpt_40	NUMERIC
@ATTRIBUTE	cpt_41	NUMERIC
@ATTRIBUTE	cpt_42	NUMERIC
@ATTRIBUTE	cpt_43	NUMERIC
@ATTRIBUTE	cpt_44	NUMERIC
@ATTRIBUTE	cpt_45	NUMERIC
@ATTRIBUTE	cpt_46	NUMERIC
@ATTRIBUTE	cpt_47	NUMERIC
@ATTRIBUTE	cpt_48	NUMERIC
@ATTRIBUTE	cpt_49	NUMERIC
@ATTRIBUTE	cpt_50	NUMERIC
@ATTRIBUTE	cpt_51	NUMERIC
@ATTRIBUTE	cpt_52	NUMERIC
@ATTRIBUTE	cpt_53	NUMERIC
@ATTRIBUTE	cpt_54	NUMERIC
@ATTRIBUTE	cpt_55	NUMERIC
@ATTRIBUTE	cpt_56	NUMERIC
@ATTRIBUTE	cpt_57	NUMERIC
@ATTRIBUTE	cpt_58	NUMERIC
@ATTRIBUTE	cpt_59	NUMERIC
@ATTRIBUTE	cpt_60	NUMERIC
@ATTRIBUTE	cpt_61	NUMERIC
@ATTRIBUTE	cpt_62	NUMERIC
@ATTRIBUTE	cpt_63	NUMERIC
@ATTRIBUTE	cpt_64	NUMERIC
@ATTRIBUTE	cpt_65	NUMERIC
@ATTRIBUTE	cpt_66	NUMERIC
@ATTRIBUTE	cpt_67	NUMERIC
@ATTRIBUTE	cpt_68	NUMERIC
@ATTRIBUTE	cpt_69	NUMERIC
@ATTRIBUTE	cpt_70	NUMERIC
@ATTRIBUTE	cpt_71	NUMERIC
@ATTRIBUTE	cpt_72	NUMERIC
@ATTRIBUTE	cpt_73	NUMERIC
@ATTRIBUTE	cpt_74	NUMERIC
@ATTRIBUTE	cpt_75	NUMERIC
@ATTRIBUTE	cpt_76	NUMERIC
@ATTRIBUTE	cpt_77	NUMERIC
@ATTRIBUTE	cpt_78	NUMERIC
@ATTRIBUTE	cpt_79	NUMERIC
@ATTRIBUTE	cpt_80	NUMERIC
@ATTRIBUTE	cpt_81	NUMERIC
@ATTRIBUTE	cpt_82	NUMERIC
@ATTRIBUTE	cpt_83	NUMERIC
@ATTRIBUTE	cpt_84	NUMERIC
@ATTRIBUTE	cpt_85	NUMERIC
@ATTRIBUTE	cpt_86	NUMERIC
@ATTRIBUTE	cpt_87	NUMERIC
@ATTRIBUTE	cpt_88	NUMERIC
@ATTRIBUTE	cpt_89	NUMERIC
@ATTRIBUTE	cpt_90	NUMERIC
@ATTRIBUTE	cpt_91	NUMERIC
@ATTRIBUTE	cpt_92	NUMERIC
@ATTRIBUTE	cpt_93	NUMERIC
@ATTRIBUTE	cpt_94	NUMERIC
@ATTRIBUTE	cpt_95	NUMERIC
@ATTRIBUTE	cpt_96	NUMERIC
@ATTRIBUTE	cpt_97	NUMERIC
@ATTRIBUTE	cpt_98	NUMERIC
@ATTRIBUTE	cpt_99	NUMERIC
@ATTRIBUTE	cpt_100	NUMERIC
@ATTRIBUTE	cpt_101	NUMERIC
@ATTRIBUTE	cpt_102	NUMERIC
@ATTRIBUTE	cpt_103	NUMERIC
@ATTRIBUTE	cpt_104	NUMERIC
@ATTRIBUTE	cpt_105	NUMERIC
@ATTRIBUTE	cpt_106	NUMERIC
@ATTRIBUTE	cpt_107	NUMERIC
@ATTRIBUTE	cpt_108	NUMERIC
@ATTRIBUTE	cpt_109	NUMERIC
@ATTRIBUTE	cpt_110	NUMERIC
@ATTRIBUTE	cpt_111	NUMERIC
@ATTRIBUTE	cpt_112	NUMERIC
@ATTRIBUTE	cpt_113	NUMERIC
@ATTRIBUTE	cpt_114	NUMERIC
@ATTRIBUTE	cpt_115	NUMERIC
@ATTRIBUTE	cpt_116	NUMERIC
@ATTRIBUTE	cpt_117	NUMERIC
@ATTRIBUTE	cpt_118	NUMERIC
@ATTRIBUTE	cpt_119	NUMERIC
@ATTRIBUTE	cpt_120	NUMERIC
@ATTRIBUTE	cpt_121	NUMERIC
@ATTRIBUTE	cpt_122	NUMERIC
@ATTRIBUTE	cpt_123	NUMERIC
@ATTRIBUTE	cpt_124	NUMERIC
@ATTRIBUTE	cpt_125	NUMERIC
@ATTRIBUTE	cpt_126	NUMERIC
@ATTRIBUTE	cpt_127	NUMERIC
@ATTRIBUTE	cpt_128	NUMERIC
@ATTRIBUTE	cpt_129	NUMERIC
@ATTRIBUTE	cpt_130	NUMERIC
@ATTRIBUTE	cpt_131	NUMERIC
@ATTRIBUTE	cpt_132	NUMERIC
@ATTRIBUTE	cpt_133	NUMERIC
@ATTRIBUTE	cpt_134	NUMERIC
@ATTRIBUTE	cpt_135	NUMERIC
@ATTRIBUTE	cpt_136	NUMERIC
@ATTRIBUTE	cpt_137	NUMERIC
@ATTRIBUTE	cpt_138	NUMERIC
@ATTRIBUTE	cpt_139	NUMERIC
@ATTRIBUTE	cpt_140	NUMERIC
@ATTRIBUTE	cpt_141	NUMERIC
@ATTRIBUTE	cpt_142	NUMERIC
@ATTRIBUTE	cpt_143	NUMERIC
@ATTRIBUTE	cpt_144	NUMERIC
@ATTRIBUTE	cpt_145	NUMERIC
@ATTRIBUTE	cpt_146	NUMERIC
@ATTRIBUTE	cpt_147	NUMERIC
@ATTRIBUTE	cpt_148	NUMERIC
@ATTRIBUTE	cpt_149	NUMERIC
@ATTRIBUTE	cpt_150	NUMERIC
@ATTRIBUTE	cpt_151	NUMERIC
@ATTRIBUTE	cpt_152	NUMERIC
@ATTRIBUTE	cpt_153	NUMERIC
@ATTRIBUTE	cpt_154	NUMERIC
@ATTRIBUTE	cpt_155	NUMERIC
@ATTRIBUTE	cpt_156	NUMERIC
@ATTRIBUTE	cpt_157	NUMERIC
@ATTRIBUTE	cpt_158	NUMERIC
@ATTRIBUTE	cpt_159	NUMERIC
@ATTRIBUTE	cpt_160	NUMERIC
@ATTRIBUTE	cpt_161	NUMERIC
@ATTRIBUTE	cpt_162	NUMERIC
@ATTRIBUTE	cpt_163	NUMERIC
@ATTRIBUTE	cpt_164	NUMERIC
@ATTRIBUTE	cpt_165	NUMERIC
@ATTRIBUTE	cpt_166	NUMERIC
@ATTRIBUTE	cpt_167	NUMERIC
@ATTRIBUTE	cpt_168	NUMERIC
@ATTRIBUTE	emotion	{AN,DI,FE,HA,NE,SA,SU}

@DATA
0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 5, 9, 2, 1, 5, 1, 2, 4, 6, 5, 14, 27, 0, 0, 5, 10, 4, 7, 3, 4, 14, 5, 6, 14, 9, 23, 0, 1, 9, 10, 3, 2, 0, 1, 7, 8, 9, 19, 6, 6, 0, 0, 8, 25, 22, 14, 2, 4, 20, 34, 27, 30, 3, 22, 0, 0, 29, 24, 29, 38, 21, 12, 30, 10, 21, 28, 10, 50, 18, 7, 14, 40, 48, 14, 35, 26, 28, 37, 40, 24, 8, 50, 34, 2, 29, 12, 16, 20, 21, 9, 34, 19, 23, 23, 4, 33, 28, 8, 5, 5, 8, 6, 31, 15, 24, 2, 1, 13, 12, 32, 41, 5, 14, 9, 6, 19, 34, 13, 43, 10, 5, 12, 10, 30, 37, 16, 15, 11, 2, 16, 32, 24, 24, 10, 2, 10, 12, 40, 11, 37, 14, 4, 23, 24, 26, 42, 33, 30, 31, 11, 20, 13, 1, 33, 16, 9, 37, 40, 30, 47, 48, 47, 41, 10, 34, 2, 1, AN
0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 19, 6, 8, 8, 8, 2, 5, 5, 10, 5, 32, 7, 1, 1, 15, 5, 9, 5, 6, 7, 7, 11, 8, 8, 23, 6, 0, 0, 12, 10, 14, 3, 1, 6, 2, 13, 8, 12, 28, 1, 0, 1, 25, 35, 30, 22, 9, 25, 7, 20, 31, 33, 32, 1, 13, 12, 18, 41, 34, 31, 47, 22, 45, 29, 43, 17, 27, 13, 15, 30, 12, 22, 16, 14, 37, 5, 35, 10, 13, 39, 14, 32, 50, 15, 9, 16, 12, 13, 37, 4, 36, 16, 17, 8, 1, 37, 24, 25, 22, 9, 13, 5, 41, 8, 38, 12, 3, 8, 16, 37, 1, 37, 18, 11, 14, 7, 28, 4, 24, 7, 10, 12, 23, 18, 0, 14, 24, 7, 20, 9, 43, 26, 55, 5, 6, 17, 35, 2, 0, 3, 25, 14, 18, 9, 38, 27, 30, 11, 12, 16, 31, 1, 2, 6, 16, 22, 13, 28, 33, 30, 42, 37, 16, 14, 31, 3, 16, AN
0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 18, 4, 2, 2, 11, 4, 8, 3, 9, 4, 19, 6, 0, 1, 10, 7, 3, 10, 11, 4, 11, 11, 13, 3, 24, 9, 0, 1, 11, 15, 11, 3, 2, 5, 4, 9, 4, 4, 23, 3, 37, 6, 17, 30, 18, 18, 4, 15, 6, 15, 12, 7, 20, 0, 30, 31, 8, 40, 50, 42, 46, 23, 41, 42, 51, 38, 28, 7, 36, 39, 14, 18, 24, 14, 37, 10, 33, 17, 30, 34, 25, 17, 21, 27, 14, 16, 13, 22, 31, 5, 32, 16, 20, 15, 14, 33, 1, 35, 27, 6, 9, 9, 42, 6, 32, 7, 3, 6, 23, 36, 0, 0, 39, 9, 9, 20, 13, 5, 19, 7, 10, 13, 42, 5, 0, 0, 30, 11, 33, 20, 31, 33, 49, 5, 12, 19, 29, 6, 0, 0, 25, 18, 20, 17, 23, 29, 24, 13, 21, 20, 28, 6, 5, 10, 22, 15, 10, 43, 38, 32, 46, 29, 19, 27, 8, 8, 5, AN
0, 0, 0, 0, 0, 0, 0, 0, 10, 26, 13, 8, 12, 3, 5, 2, 4, 2, 10, 23, 23, 32, 18, 17, 16, 10, 7, 6, 11, 4, 8, 6, 13, 6, 27, 37, 31, 16, 10, 11, 9, 4, 2, 2, 5, 1, 7, 3, 33, 33, 37, 19, 29, 52, 45, 22, 10, 12, 7, 19, 29, 13, 17, 22, 29, 16, 7, 30, 30, 31, 29, 9, 43, 30, 31, 25, 17, 43, 33, 8, 28, 37, 46, 24, 41, 23, 36, 47, 42, 30, 18, 34, 29, 8, 9, 19, 36, 30, 23, 11, 35, 24, 31, 26, 3, 36, 35, 15, 8, 9, 13, 27, 17, 12, 25, 10, 14, 16, 4, 32, 45, 17, 2, 14, 14, 39, 28, 25, 35, 20, 12, 13, 23, 43, 14, 25, 15, 9, 16, 27, 22, 28, 41, 21, 12, 15, 27, 28, 9, 28, 5, 11, 1, 25, 45, 40, 21, 11, 8, 19, 27, 6, 8, 30, 11, 7, 28, 50, 41, 33, 44, 13, 19, 9, 38, 13, 30, DI
0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 20, 0, 7, 5, 11, 2, 3, 1, 3, 12, 28, 18, 2, 5, 12, 3, 6, 5, 7, 3, 5, 12, 10, 0, 32, 7, 0, 2, 12, 5, 2, 2, 1, 9, 3, 3, 9, 1, 29, 7, 0, 0, 14, 15, 7, 17, 3, 8, 18, 4, 11, 3, 20, 2, 22, 8, 27, 41, 46, 34, 29, 25, 39, 49, 44, 38, 13, 1, 33, 28, 7, 30, 27, 17, 40, 21, 30, 24, 37, 40, 30, 8, 28, 36, 12, 12, 22, 32, 25, 5, 30, 20, 23, 5, 20, 19, 19, 30, 14, 9, 8, 16, 22, 9, 24, 3, 3, 1, 26, 44, 0, 37, 20, 5, 7, 24, 9, 5, 24, 13, 9, 9, 32, 26, 0, 0, 29, 6, 23, 28, 33, 42, 41, 11, 6, 20, 30, 0, 0, 1, 28, 9, 10, 16, 26, 30, 22, 12, 12, 18, 25, 2, 1, 4, 12, 9, 5, 53, 39, 34, 54, 47, 22, 14, 17, 3, 7, DI
0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 11, 1, 9, 5, 7, 1, 4, 1, 5, 9, 22, 18, 6, 3, 9, 2, 7, 9, 9, 7, 8, 14, 7, 2, 28, 7, 0, 0, 12, 3, 4, 5, 3, 5, 3, 5, 4, 3, 25, 8, 0, 1, 17, 17, 8, 18, 8, 6, 25, 4, 7, 1, 19, 0, 2, 8, 32, 36, 49, 35, 28, 29, 36, 47, 48, 47, 19, 1, 27, 27, 14, 31, 29, 17, 40, 17, 34, 24, 32, 38, 32, 8, 46, 19, 17, 14, 20, 31, 28, 3, 30, 23, 22, 5, 19, 16, 26, 26, 16, 11, 5, 17, 20, 5, 25, 2, 4, 4, 26, 43, 6, 36, 12, 12, 9, 34, 6, 2, 25, 18, 9, 5, 29, 31, 0, 13, 18, 14, 19, 30, 38, 36, 46, 13, 12, 20, 32, 0, 0, 3, 24, 10, 11, 25, 24, 29, 26, 18, 10, 23, 26, 4, 3, 7, 17, 16, 13, 53, 35, 38, 52, 46, 25, 18, 20, 5, 10, DI
0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 20, 15, 14, 15, 18, 15, 11, 9, 18, 13, 17, 26, 5, 11, 11, 18, 19, 22, 13, 14, 11, 18, 26, 20, 13, 31, 18, 14, 13, 20, 22, 16, 9, 12, 16, 25, 27, 9, 10, 32, 48, 28, 15, 14, 23, 25, 22, 23, 20, 29, 37, 32, 28, 51, 50, 31, 35, 50, 46, 36, 23, 27, 32, 35, 23, 28, 43, 35, 33, 13, 33, 28, 15, 17, 39, 8, 43, 21, 21, 17, 34, 19, 29, 14, 21, 32, 39, 38, 31, 14, 21, 33, 36, 30, 18, 22, 40, 12, 18, 20, 18, 22, 29, 12, 28, 23, 7, 13, 11, 31, 37, 18, 15, 16, 19, 22, 23, 0, 17, 25, 13, 25, 24, 41, 22, 37, 16, 20, 13, 32, 33, 12, 52, 21, 19, 23, 11, 33, 1, 39, 16, 22, 28, 30, 31, 22, 33, 13, 26, 26, 13, 31, 2, 33, 8, 24, 19, 32, 50, 34, 59, 47, 28, 25, 10, 30, 9, DI
0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21, 19, 14, 16, 12, 11, 7, 8, 19, 11, 5, 29, 3, 9, 15, 16, 17, 24, 11, 9, 12, 11, 29, 20, 9, 30, 16, 19, 10, 10, 19, 22, 9, 13, 16, 15, 21, 7, 10, 27, 38, 34, 11, 14, 26, 25, 20, 20, 22, 37, 40, 33, 32, 40, 34, 35, 38, 50, 38, 38, 25, 15, 31, 22, 17, 23, 36, 36, 38, 17, 37, 21, 29, 9, 44, 2, 45, 21, 35, 19, 38, 16, 34, 14, 15, 37, 41, 40, 29, 6, 18, 30, 40, 29, 14, 27, 36, 15, 8, 11, 5, 17, 33, 11, 30, 26, 7, 6, 19, 35, 32, 12, 15, 10, 14, 26, 24, 1, 12, 27, 5, 13, 25, 36, 19, 36, 8, 23, 9, 31, 30, 8, 51, 33, 22, 17, 16, 28, 0, 38, 8, 19, 16, 30, 27, 17, 18, 16, 18, 25, 9, 33, 1, 33, 9, 21, 17, 33, 43, 43, 54, 49, 17, 29, 5, 33, 6, DI
0, 0, 0, 0, 0, 0, 0, 0, 27, 21, 10, 18, 11, 19, 28, 20, 4, 2, 13, 12, 32, 32, 42, 10, 18, 17, 12, 22, 15, 11, 11, 11, 23, 11, 31, 25, 34, 18, 14, 11, 15, 18, 11, 10, 8, 10, 22, 14, 26, 18, 32, 16, 18, 8, 15, 17, 15, 22, 16, 21, 14, 5, 18, 34, 29, 21, 31, 44, 46, 44, 29, 22, 26, 42, 47, 33, 26, 58, 29, 41, 24, 24, 29, 24, 45, 8, 48, 23, 40, 36, 31, 35, 29, 23, 20, 36, 37, 38, 34, 12, 16, 33, 29, 32, 18, 25, 38, 23, 10, 11, 9, 19, 27, 4, 28, 25, 5, 12, 5, 31, 40, 9, 16, 17, 7, 32, 20, 6, 31, 35, 5, 25, 11, 34, 41, 26, 15, 28, 10, 37, 29, 12, 52, 14, 19, 20, 12, 45, 16, 40, 21, 19, 11, 15, 25, 23, 35, 22, 12, 15, 24, 21, 3, 28, 18, 24, 17, 22, 52, 38, 48, 28, 20, 20, 22, 15, 7, DI
0, 0, 0, 0, 0, 0, 0, 0, 37, 13, 7, 10, 16, 26, 15, 4, 5, 2, 11, 9, 44, 35, 29, 15, 12, 12, 13, 28, 7, 9, 11, 19, 25, 18, 30, 35, 32, 10, 15, 14, 22, 17, 5, 9, 8, 15, 22, 18, 25, 34, 35, 15, 23, 12, 19, 22, 20, 24, 21, 28, 32, 14, 32, 34, 26, 22, 36, 35, 50, 34, 23, 20, 33, 36, 41, 30, 41, 36, 34, 37, 7, 28, 35, 20, 40, 8, 43, 16, 25, 22, 30, 37, 32, 20, 18, 24, 38, 29, 27, 12, 25, 28, 26, 24, 12, 39, 37, 13, 2, 15, 15, 17, 32, 22, 25, 13, 22, 7, 18, 40, 41, 15, 12, 20, 14, 29, 14, 8, 29, 18, 16, 24, 27, 31, 39, 30, 16, 21, 14, 23, 29, 22, 41, 10, 11, 24, 35, 20, 3, 42, 15, 13, 11, 37, 13, 13, 23, 16, 8, 14, 41, 6, 6, 36, 18, 9, 24, 27, 39, 42, 31, 22, 23, 10, 44, 6, 5, DI
0, 0, 0, 0, 0, 0, 0, 0, 41, 18, 11, 11, 14, 34, 15, 2, 3, 5, 17, 10, 37, 34, 19, 14, 13, 17, 13, 22, 4, 6, 10, 17, 28, 15, 33, 38, 22, 14, 8, 8, 25, 15, 4, 11, 11, 12, 23, 17, 28, 35, 35, 14, 22, 13, 22, 22, 24, 18, 19, 30, 31, 16, 31, 36, 34, 25, 28, 39, 49, 23, 24, 22, 34, 29, 38, 32, 41, 34, 37, 31, 8, 29, 23, 24, 35, 8, 39, 16, 23, 23, 33, 43, 27, 21, 13, 26, 35, 36, 28, 13, 23, 30, 23, 29, 9, 39, 33, 10, 2, 15, 12, 13, 27, 19, 34, 14, 19, 6, 19, 34, 39, 19, 12, 18, 13, 29, 16, 11, 37, 15, 14, 25, 34, 31, 37, 23, 11, 20, 13, 21, 26, 25, 41, 10, 9, 21, 32, 23, 6, 40, 16, 9, 10, 36, 12, 18, 20, 17, 6, 14, 37, 6, 6, 40, 20, 10, 24, 32, 39, 39, 33, 27, 19, 9, 43, 9, 2, DI
0, 0, 0, 0, 0, 0, 0, 0, 30, 17, 13, 12, 18, 17, 18, 14, 24, 11, 21, 15, 21, 33, 30, 24, 10, 11, 7, 17, 13, 14, 15, 19, 15, 9, 29, 33, 11, 47, 13, 14, 13, 22, 15, 19, 11, 19, 25, 11, 31, 31, 0, 46, 16, 7, 12, 12, 12, 17, 16, 19, 6, 15, 36, 33, 25, 51, 29, 34, 33, 33, 25, 24, 43, 45, 43, 44, 34, 37, 44, 24, 20, 35, 11, 33, 25, 27, 36, 35, 30, 41, 16, 33, 43, 21, 20, 29, 23, 32, 20, 15, 14, 26, 25, 14, 20, 26, 27, 27, 8, 6, 5, 38, 9, 18, 33, 8, 13, 15, 26, 25, 7, 42, 19, 18, 18, 29, 11, 17, 31, 29, 11, 13, 35, 20, 0, 8, 27, 12, 23, 28, 27, 37, 27, 22, 6, 15, 31, 1, 5, 3, 37, 14, 10, 44, 29, 41, 50, 26, 10, 11, 29, 3, 3, 4, 29, 14, 14, 13, 38, 46, 28, 12, 18, 33, 9, 5, 2, DI
0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 10, 17, 19, 9, 26, 17, 22, 8, 21, 5, 32, 31, 1, 17, 21, 18, 14, 19, 19, 16, 22, 20, 24, 8, 31, 33, 4, 11, 17, 9, 13, 19, 19, 20, 21, 29, 24, 10, 39, 22, 30, 19, 20, 4, 16, 23, 9, 21, 21, 47, 36, 20, 49, 6, 31, 22, 32, 46, 43, 49, 30, 22, 28, 31, 30, 41, 40, 44, 27, 21, 26, 37, 20, 15, 52, 5, 49, 20, 23, 44, 28, 42, 42, 11, 21, 31, 31, 31, 29, 17, 16, 29, 28, 20, 16, 34, 33, 15, 7, 13, 7, 24, 29, 11, 26, 23, 8, 15, 39, 22, 26, 29, 16, 15, 5, 32, 21, 7, 23, 28, 7, 27, 37, 15, 0, 39, 11, 15, 24, 36, 31, 22, 60, 30, 8, 18, 31, 4, 1, 30, 10, 16, 12, 28, 26, 31, 29, 36, 12, 20, 24, 3, 1, 31, 12, 12, 26, 35, 59, 61, 56, 17, 19, 42, 9, 6, 4, DI
0, 0, 0, 0, 0, 0, 0, 0, 6, 27, 13, 11, 5, 0, 1, 0, 1, 1, 10, 17, 15, 33, 18, 20, 20, 6, 10, 6, 6, 3, 5, 4, 8, 3, 31, 33, 26, 16, 12, 7, 6, 2, 0, 6, 4, 2, 8, 2, 25, 35, 33, 20, 31, 54, 49, 34, 10, 16, 9, 25, 33, 19, 20, 17, 27, 16, 1, 29, 36, 30, 32, 5, 40, 32, 34, 24, 16, 40, 29, 6, 31, 29, 42, 23, 41, 11, 43, 43, 33, 31, 17, 35, 29, 8, 8, 20, 34, 25, 31, 11, 31, 22, 35, 22, 8, 35, 33, 12, 11, 9, 8, 22, 19, 5, 30, 11, 12, 15, 7, 31, 34, 18, 4, 10, 21, 34, 34, 30, 38, 26, 8, 16, 14, 40, 19, 23, 8, 7, 15, 33, 33, 32, 42, 21, 10, 16, 23, 38, 10, 31, 10, 11, 5, 38, 40, 36, 38, 14, 4, 13, 29, 8, 12, 29, 13, 5, 25, 39, 34, 30, 37, 20, 10, 8, 40, 5, 26, DI
0, 0, 0, 0, 0, 0, 0, 0, 27, 9, 26, 13, 5, 2, 2, 0, 4, 1, 6, 28, 16, 32, 39, 14, 18, 11, 6, 1, 6, 0, 6, 4, 7, 5, 31, 30, 25, 13, 16, 12, 4, 2, 2, 1, 0, 1, 6, 6, 25, 32, 4, 43, 15, 20, 30, 31, 16, 6, 31, 23, 13, 10, 27, 39, 0, 53, 26, 23, 24, 29, 25, 27, 30, 30, 25, 45, 14, 50, 0, 32, 8, 28, 44, 35, 30, 15, 39, 40, 31, 15, 18, 53, 5, 43, 5, 24, 21, 23, 28, 12, 29, 23, 35, 23, 6, 46, 12, 37, 0, 5, 20, 9, 38, 14, 27, 20, 13, 2, 6, 38, 6, 45, 5, 12, 12, 32, 14, 15, 35, 7, 12, 11, 21, 34, 0, 30, 9, 10, 12, 18, 27, 22, 38, 13, 17, 8, 18, 39, 0, 6, 31, 6, 14, 24, 12, 19, 37, 9, 16, 6, 23, 13, 1, 6, 32, 15, 14, 20, 6, 33, 35, 20, 14, 10, 29, 3, 3, DI
0, 0, 0, 0, 0, 0, 0, 0, 35, 5, 29, 7, 6, 1, 0, 4, 6, 6, 7, 17, 25, 28, 41, 8, 20, 15, 7, 2, 4, 0, 2, 2, 11, 8, 33, 30, 32, 7, 19, 18, 8, 1, 5, 0, 1, 1, 5, 6, 25, 34, 8, 42, 12, 25, 37, 37, 24, 15, 31, 29, 19, 18, 15, 39, 0, 55, 28, 21, 22, 26, 22, 28, 27, 31, 24, 44, 12, 58, 0, 33, 5, 32, 49, 32, 32, 6, 42, 38, 34, 26, 12, 61, 11, 35, 7, 19, 21, 31, 30, 10, 26, 29, 30, 19, 6, 42, 16, 29, 4, 6, 18, 14, 37, 15, 29, 11, 20, 3, 9, 29, 11, 39, 6, 13, 13, 34, 15, 11, 36, 12, 10, 8, 18, 29, 0, 26, 13, 11, 13, 25, 28, 23, 41, 13, 16, 14, 12, 48, 0, 8, 28, 9, 18, 27, 11, 21, 38, 15, 12, 11, 18, 22, 3, 6, 30, 17, 15, 20, 5, 30, 37, 24, 13, 8, 33, 1, 5, DI
0, 0, 0, 0, 0, 0, 0, 0, 31, 4, 9, 23, 4, 4, 0, 1, 8, 9, 10, 32, 34, 3, 44, 0, 15, 9, 12, 2, 5, 2, 10, 6, 21, 33, 33, 4, 32, 0, 14, 18, 14, 3, 6, 8, 4, 3, 19, 19, 39, 0, 22, 17, 12, 16, 18, 20, 11, 10, 9, 14, 5, 12, 47, 8, 7, 46, 13, 34, 38, 43, 39, 32, 42, 39, 37, 17, 50, 6, 0, 50, 1, 30, 39, 18, 41, 24, 18, 33, 25, 17, 50, 0, 27, 28, 1, 29, 24, 26, 20, 6, 29, 21, 31, 18, 31, 0, 28, 24, 5, 3, 6, 26, 20, 13, 31, 14, 15, 3, 40, 15, 27, 29, 7, 11, 11, 30, 35, 16, 39, 15, 5, 9, 35, 10, 7, 29, 9, 10, 18, 25, 8, 16, 33, 13, 21, 17, 37, 3, 4, 20, 21, 12, 25, 26, 38, 49, 29, 20, 14, 25, 27, 3, 9, 7, 23, 12, 19, 45, 37, 48, 42, 21, 15, 32, 1, 9, 4, DI
0, 0, 0, 0, 0, 0, 0, 0, 29, 7, 11, 19, 4, 3, 2, 0, 9, 6, 15, 31, 35, 1, 39, 0, 19, 7, 16, 5, 2, 5, 7, 13, 13, 34, 29, 0, 37, 0, 12, 17, 12, 2, 7, 2, 3, 9, 15, 24, 37, 0, 19, 21, 13, 20, 16, 19, 9, 10, 11, 10, 9, 12, 43, 9, 1, 51, 8, 33, 39, 47, 36, 28, 47, 38, 37, 16, 52, 6, 0, 49, 4, 34, 35, 20, 38, 22, 23, 37, 28, 15, 47, 0, 19, 35, 1, 26, 27, 23, 15, 14, 25, 21, 30, 13, 29, 2, 29, 27, 2, 3, 8, 28, 13, 14, 30, 11, 17, 5, 36, 27, 21, 32, 4, 17, 13, 23, 31, 21, 38, 17, 9, 12, 32, 18, 2, 33, 7, 6, 15, 29, 12, 16, 33, 14, 20, 14, 37, 2, 1, 12, 26, 10, 21, 19, 37, 50, 27, 22, 9, 16, 26, 7, 4, 7, 24, 12, 18, 40, 35, 33, 55, 20, 9, 31, 5, 9, 5, DI
